Title,Job_Desc,Date_Posted,Remote Work Level,Location,Job Type,Job Schedule,Career Level,Travel Required,Categories,User-Agent
"Senior Software Engineer, Web","Remote, contract or full-time job for candidate who will create web applications using many. Four years' experience building web applications, and experience building backend APIs required. BA/BS degree and experience writing clean code preferred.",11/23/20,100% Remote,"San Francisco, CA","Employee, Freelance",11/23/20,Experienced,No,Software Development,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Principal Software Engineer,Seeking an experienced software engineer to work on various tasks for a product and it's related services. Must have an expert-level of Golang experience and strong knowledge of RESTful API web services. Option to work remotely.,11/23/20,Option for Remote,"Skopje, Macedonia",Employee,11/23/20,Experienced,No specification,Software Development,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
Senior DevOps Engineer,"Full-time, partially remote position. Will develop applications, configure infrastructure, collaborate with team, resolve issues and provide industry-specific expertise. 5+ years' related DevOps experience required.",11/23/20,Partial Remote,"United Kingdom, Ireland, or US National",Employee,11/23/20,Manager,No specification,"Computer & IT,Project Management,Software Development",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Developer - Acumatica,"Successfully implement, train, and understand the operational processes of the ERP world for a software company. Must have a bachelor's degree and 3 years of experience in Acumatica. Full-time, remote position.
",11/23/20,100% Remote,US National,Employee,11/23/20,Experienced,No specification,Software Development,Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Java Developers,"Remote job for candidate who will serve as a Java developer. Candidate should be an enterprise distributed systems developer with three years' experience in Java, Big Data, Hadoop, relational databases, SQL, or no databases and a Bachelor's degree.",11/23/20,100% Remote,"Skopje, Macedonia",Employee,11/23/20,Experienced,No,"Software Development,Java & Android,SQL",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Mid-Senior Java Developers,"Mid Senior Java Developers needed for a flexible remote position. BS degree required and three years of experience with Java, Big Data, Hadoop, large-scale processing systems, and SQL or NoSQL databases. ",11/23/20,100% Remote,"Belgrade, Serbia",Employee,11/23/20,Experienced,No specification,"Software Development,Java & Android,SQL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
Mid-Senior QA Automation Engineers,Track down issues and breaking down user stories into test cases using programming/scripting languages and Selenium/Appium. Must have a bachelor's degree and 3+ years of experience in similar positions. WFH with flexible hours.,11/23/20,100% Remote,"Belgrade, Serbia",Employee,11/23/20,Experienced,No specification,"QA & Testing,Software Development","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
DevOps Engineers,"Seeking a DevOps Engineer for a full-time, remote position. The ideal candidate must have hands-on experience with automated environments and cloud infrastructures as well as relational databases. Flexible working hours offered.",11/23/20,100% Remote,"Skopje, Macedonia",Employee,11/23/20,Experienced,No specification,"SQL,Software Development","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Software Developers,"Seeking candidate with two years' software engineering experience to serve as a software developer. Experience with Python, Java, JavaScript or iOS or Android mobile development and relevant education are preferred. Remote job with flexible hours.",11/23/20,100% Remote,"Skopje, Macedonia",Employee,11/23/20,Experienced,No,"Software Development,iOS,Java & Android,Python","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
Software Developers,"Remote job for candidate who will serve as an enterprise distributed systems developer. Experience in Java, JavaScript, Hadoop, Big Data, large-scale processing systems, relational databases, SQL and NoSQL databases and Bachelor's degree preferred.",11/23/20,100% Remote,"Nis, Serbia",Employee,11/23/20,Experienced,No,"Software Development,Java & Android,SQL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
"Software Engineer, Full Stack","Seeking a software engineer for a full-time, remote position at this wine subscription company. The ideal candidate must have experience with Github, HTML, ReactJS, Docker and CodeDeploy. Offers flexible working hours and a relaxed dress code. ",11/23/20,100% Remote,US National,Employee,11/23/20,Experienced,No specification,Software Development,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
Senior .Net Developer,"Full-time job, remote option.Travel. Needs five years' work related experience and experience in a professional consulting environment. Review the estimates with the Lead Developer, identify and mitigate risks on assigned tasks, manage the scope of tasks.",11/23/20,Option for Remote,"Chicago, IL",Employee,11/23/20,Experienced,"Yes, a bit","Software Development,.NET,QA & Testing","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Data Analytics Engineer - TechOps,"Remote position will handle data analysis/basic statistics, implement/apply methods/processes to help report, analyze/manage costs, monitor/generate reports, and assist in growth forecasting/planning. BA degree required and proficiency in Linux. ",11/23/20,Option for Remote,US National,Employee,11/23/20,Experienced,"Yes, a bit","Computer & IT,Database Administration,SQL,System Administration,Software Development,Python",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Senior Site Reliability Engineer,"Remote position will ensure all systems are configured to maintain full uptime, plan out deployment strategies, design/build out an infrastructure-as-code project, and manage/organize on-call schedules. Need five years of experience designing systems. ",11/23/20,100% Remote,US National,Employee,11/23/20,Experienced,No specification,"Software Development,Computer & IT",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Backend Engineer,"The backend engineer will be supporting scalable and resilient systems, building an event intake platform, and responding to production issues. Requires experience or an interest in building distributed systems that scale. Option for telecommuting.",11/23/20,Option for Remote,US National,Employee,11/23/20,Experienced,No specification,Software Development,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
DevOps Engineer,"Seeking DevOps engineer for full-time position with the option to work remotely. Assist with building and implementing cloud infrastructures such as AWS. Must have extensive experience with agile methods, CI/CD, AWS, Ansible, Apache, and Azure.",11/23/20,Option for Remote,"San Francisco, CA",Employee,11/23/20,Experienced,No specification,"Computer & IT,Software Development","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Senior Software Developer,"Full-time position with partial remote work and travel. Will collaborate with team, resolve issues, make decisions, implement technologies and provide industry expertise. 3+ years' related experience required. ",11/23/20,Partial Remote,"MI, IN, KY, TN, GA, FL, OH, NC, SC, WV, VA, PA, DC, CT, NJ, NY, RI, NH, ME, MD, DE, VT",Employee,11/23/20,Experienced,"Yes, a bit",Software Development,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Sales Account Manager,"Responsible for building customer relationships, drive revenue, market share and meet/exceed targets for quarterly revenue. 5+ years of experience in sales management is needed. Option for remote position. ",11/23/20,Option for Remote,"San Francisco, CA",Employee,11/23/20,Experienced,No,"Account Management,Business Development,Computer & IT,Sales,Software Development","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Back-End Developer,"Full-time position. Will collaborate with team, handle back-end development and provide industry-specific expertise. 3+ years' related professional development experience required. Remote option. Flexible schedule.",11/23/20,Option for Remote,"Ljubljana, Slovenia",Employee,11/23/20,Experienced,No specification,Software Development,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Senior Full Stack Software Engineer - Integrations,"Full-time remote role. He/she will develop and improve the handshake with e-commerce platforms and design integration features. He/she must be a skilled communicator, have strong understanding of system design and algorithms, and care about code quality. ",11/23/20,100% Remote,US National,Employee,11/23/20,Experienced,No specification,"Computer & IT,Internet & Ecommerce,Software Development",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Robotic and Intelligent Automation Developer - UiPath,"Seeking an automation developer for a flexible, remote option position requiring a tech-focused bachelor's degree, three+ years' RPA experience, two+ years' experience with programming languages. Will conduct tests, perform configurations. ",11/22/20,Option for Remote,"McLean, VA",Employee,11/22/20,Experienced,No specification,"Project Management,Software Development,.NET,Java & Android",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Senior FullStack JavaScript Developer,"Part-time, remote job. Needs experience with Javascript frameworks and stacks and skilled with backend databases. Have a good understanding of User Experience and is responsive in UI development, mobile development is a plus. Will take programming test.",11/22/20,100% Remote,Work from Anywhere,Employee,11/22/20,Experienced,No,Software Development,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
Front End Developer - Lead Role,"Oversee the development of products and lead design activities in Angular. Must have Angular 7 or higher exp. Position can be employee, contract, or contract-to-hire and is working remotely during the pandemic and will continue to be partial remote after.",11/22/20,Remote - During Pandemic,"Mount Laurel, NJ","Employee, Freelance",11/22/20,Experienced,No specification,"Computer & IT,Digital Design,Interactive Design,Software Development,QA & Testing","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
